ID	Pre	PreOrPostSign	PreOrPostEnrich	Pre_pvalue	Post	Post_prevalue	Phylum_B	Phylum_A	OTUAbund
959	-0.782075234	postS	noneE	0.254018863	-4.183491856	2.61E-28	Diderm	Acidobacteria	781
1017	0.227189351	postS	preE	0.778245372	-4.000290989	5.11E-09	Diderm	Acidobacteria	65
1028	-0.079237127	postS	noneE	0.919952271	-3.919949349	4.39E-15	Diderm	Acidobacteria	200
817	0.220731093	postS	preE	0.810884715	-3.264154669	1.13E-06	Diderm	Acidobacteria	81
685	-1.402963173	postS	noneE	0.338238125	-2.765280654	2.90E-05	Diderm	Acidobacteria	45
1474	1.310971998	postS	preE	0.138147044	-2.647894753	0.00020868	Diderm	Acidobacteria	45
2415	-0.900026246	postS	noneE	0.398990109	-2.50503191	0.000795989	Diderm	Acidobacteria	28
168	0.655517676	postS	preE	0.003173906	-2.475927265	3.01E-31	Diderm	Acidobacteria	1530
1100	-0.216705174	postS	noneE	0.784112026	-2.412345645	0.000872045	Diderm	Acidobacteria	57
1110	0.044909103	postS	preE	0.934898778	-2.405844171	8.67E-08	Diderm	Acidobacteria	160
403	-0.474193604	postS	noneE	0.284815426	-2.306221141	2.28E-20	Diderm	Acidobacteria	624
2726	-0.01812163	postS	noneE	0.990382479	-2.264810186	4.66E-05	Diderm	Acidobacteria	56
496	-6.678414279	bothS	noneE	8.08E-12	-2.259679401	1.70E-30	Diderm	Acidobacteria	1808
3854	0.360645851	noneS	preE	0.852185803	-2.229697033	0.005571824	Diderm	Acidobacteria	20
506	0.064668057	postS	preE	0.884205303	-2.2194172	2.73E-06	Diderm	Acidobacteria	162
1188	0.317352063	postS	preE	0.476662517	-2.149274476	3.70E-06	Diderm	Acidobacteria	121
837	-0.648705413	postS	noneE	0.360740556	-2.130181565	2.94E-08	Diderm	Acidobacteria	132
519	0.245593987	postS	preE	0.805856944	-2.072287813	0.000774733	Diderm	Acidobacteria	56
397	0.29723903	postS	preE	0.343269094	-2.052272872	0.000430978	Diderm	Acidobacteria	210
775	0.31969988	noneS	preE	0.622550539	-1.963313752	0.002356739	Diderm	Acidobacteria	64
588	-1.752650047	bothS	noneE	0.00020467	-1.939432551	6.33E-21	Diderm	Acidobacteria	860
1361	1.522195743	noneS	preE	0.084402093	-1.935727487	0.016735134	Diderm	Acidobacteria	24
295	0.59492288	postS	preE	0.172822563	-1.903746724	2.28E-07	Diderm	Acidobacteria	257
274	0.578249919	postS	preE	0.10460929	-1.864061503	6.73E-06	Diderm	Acidobacteria	307
1565	-0.77537257	noneS	noneE	0.300847268	-1.838971112	0.003210559	Diderm	Acidobacteria	56
1037	-2.075069118	noneS	noneE	0.00595691	-1.834974271	0.00346825	Diderm	Acidobacteria	69
2151	-1.782179231	postS	noneE	0.050878429	-1.83487719	0.00021647	Diderm	Acidobacteria	93
67	0.711278168	bothS	preE	0.000721689	-1.816682409	5.15E-13	Diderm	Acidobacteria	1059
1607	0.165073623	noneS	preE	0.813751269	-1.805234765	0.017496969	Diderm	Acidobacteria	41
2289	0.22061317	postS	preE	0.771038927	-1.790100088	9.09E-05	Diderm	Acidobacteria	70
407	1.007062199	postS	preE	0.023655543	-1.780784397	1.49E-05	Diderm	Acidobacteria	189
836	0.213146155	postS	preE	0.576620744	-1.770755745	1.67E-06	Diderm	Acidobacteria	178
290	0.365055504	postS	preE	0.339582642	-1.761812704	1.02E-05	Diderm	Acidobacteria	258
932	-0.474271894	noneS	noneE	0.491127303	-1.738697928	0.004895845	Diderm	Acidobacteria	81
424	0.229178535	noneS	preE	0.682983249	-1.722093353	0.008282027	Diderm	Acidobacteria	73
627	0.910415398	postS	preE	0.044276374	-1.715852995	4.24E-05	Diderm	Acidobacteria	151
2900	-2.349828972	postS	noneE	0.013540389	-1.710967885	0.000719591	Diderm	Acidobacteria	74
1292	-4.278451004	bothS	noneE	7.02E-06	-1.655801574	6.07E-10	Diderm	Acidobacteria	312
1563	0.214969143	postS	preE	0.741771101	-1.628423289	0.000572055	Diderm	Acidobacteria	95
1776	-0.289255863	noneS	noneE	0.781095589	-1.62486853	0.002807436	Diderm	Acidobacteria	60
628	-2.532266641	bothS	noneE	1.21E-08	-1.599487512	2.93E-13	Diderm	Acidobacteria	882
191	0.04623583	postS	preE	0.90077854	-1.542863586	1.42E-05	Diderm	Acidobacteria	282
234	-1.908513645	bothS	noneE	4.50E-16	-1.515113876	1.12E-20	Diderm	Acidobacteria	3607
427	-0.138040173	postS	noneE	0.657341034	-1.444295926	0.000181278	Diderm	Acidobacteria	266
606	0.479425681	noneS	preE	0.361991424	-1.411692906	0.00565293	Diderm	Acidobacteria	101
338	0.764924047	noneS	preE	0.053229945	-1.398178149	0.005448971	Diderm	Acidobacteria	176
872	-0.772298898	postS	noneE	0.056069515	-1.385080564	5.73E-07	Diderm	Acidobacteria	320
934	0.43664084	noneS	preE	0.388705967	-1.367401103	0.004897812	Diderm	Acidobacteria	95
368	0.602535346	noneS	preE	0.053634654	-1.366050202	0.009883392	Diderm	Acidobacteria	251
96	0.505285554	postS	preE	0.032540717	-1.333218192	4.75E-06	Diderm	Acidobacteria	553
440	1.053618673	noneS	preE	0.010298873	-1.312076319	0.006405755	Diderm	Acidobacteria	146
259	0.846530014	noneS	preE	0.03372103	-1.163537739	0.00125319	Diderm	Acidobacteria	229
1032	1.861314844	noneS	preE	0.00619157	-1.159516523	0.122183886	Diderm	Acidobacteria	36
927	0.165410063	postS	preE	0.575250085	-1.157496806	0.000131284	Diderm	Acidobacteria	291
495	-0.560956027	postS	noneE	0.086393785	-1.144453771	1.10E-05	Diderm	Acidobacteria	568
106	0.546080843	postS	preE	0.003244263	-1.092488403	8.00E-08	Diderm	Acidobacteria	928
125	0.745778275	bothS	preE	9.08E-05	-1.062432142	1.04E-06	Diderm	Acidobacteria	905
446	0.321649771	postS	preE	0.236483442	-1.033748811	0.000770117	Diderm	Acidobacteria	282
305	0.751088361	noneS	preE	0.021166807	-1.026964186	0.006558495	Diderm	Acidobacteria	193
238	-0.16187832	postS	noneE	0.443688183	-1.018565334	5.55E-10	Diderm	Acidobacteria	1597
676	0.684520666	noneS	preE	0.026725524	-1.013777093	0.00350938	Diderm	Acidobacteria	241
159	0.579462959	postS	preE	0.030542178	-0.989760988	0.000500626	Diderm	Acidobacteria	467
154	0.075256857	noneS	preE	0.765654725	-0.958696527	0.001620576	Diderm	Acidobacteria	487
112	0.269473389	postS	preE	0.062132703	-0.936266676	1.24E-06	Diderm	Acidobacteria	1413
169	-0.0521832	postS	noneE	0.725220334	-0.929687722	6.27E-08	Diderm	Acidobacteria	1102
441	1.061899614	noneS	preE	0.002942331	-0.927814719	0.035992212	Diderm	Acidobacteria	123
443	0.040646489	noneS	preE	0.896813005	-0.881277111	0.008051074	Diderm	Acidobacteria	213
1582	2.975999493	noneS	preE	0.002842833	-0.861574527	0.448750928	Diderm	Acidobacteria	14
54	-1.276193506	bothS	noneE	4.22E-17	-0.826448311	2.26E-12	Diderm	Acidobacteria	10004
70	-0.758237108	bothS	noneE	8.78E-08	-0.825141456	1.63E-13	Diderm	Acidobacteria	4053
462	1.292371153	preS	preE	2.22E-07	-0.815219251	0.00873663	Diderm	Acidobacteria	283
80	0.322327644	postS	preE	0.04980429	-0.804687915	2.45E-07	Diderm	Acidobacteria	1452
1505	-0.897454104	noneS	noneE	0.228809001	-0.74185793	0.006698225	Diderm	Acidobacteria	163
319	0.809761091	noneS	preE	0.008891712	-0.72415256	0.032816963	Diderm	Acidobacteria	235
910	2.020893938	noneS	preE	0.009810481	-0.684746481	0.406002447	Diderm	Acidobacteria	37
175	0.080298805	noneS	preE	0.661418309	-0.683736041	0.001059041	Diderm	Acidobacteria	773
164	0.392218932	noneS	preE	0.09780027	-0.681817041	0.008151503	Diderm	Acidobacteria	615
201	-0.002119346	postS	noneE	0.991610413	-0.668394816	0.000993637	Diderm	Acidobacteria	723
149	-0.286442605	postS	noneE	0.126121831	-0.580182407	0.000533509	Diderm	Acidobacteria	1195
1249	1.70922054	noneS	preE	0.013108432	-0.564557365	0.55999315	Diderm	Acidobacteria	46
329	0.259068193	noneS	preE	0.180142137	-0.548794531	0.018204707	Diderm	Acidobacteria	548
683	-1.161462883	preS	noneE	0.0008795	-0.486850415	0.003447585	Diderm	Acidobacteria	672
60	0.760196737	preS	preE	0.000611984	-0.429211774	0.020143726	Diderm	Acidobacteria	4806
841	1.351777713	noneS	preE	0.003150426	-0.367383743	0.471360949	Diderm	Acidobacteria	85
59	0.403049595	preS	preE	0.000975774	-0.355187327	0.005602158	Diderm	Acidobacteria	3799
721	-1.160555714	preS	noneE	0.000271617	-0.341771685	0.06788	Diderm	Acidobacteria	437
862	1.168395202	noneS	preE	0.009567327	-0.27894089	0.629851313	Diderm	Acidobacteria	71
170	-0.814151411	preS	noneE	4.38E-08	-0.270246209	0.00604067	Diderm	Acidobacteria	4509
189	-1.45460361	preS	noneE	2.02E-13	-0.24585016	0.043000115	Diderm	Acidobacteria	4320
2042	-3.781659601	preS	noneE	3.13E-05	-0.22667179	0.732658398	Diderm	Acidobacteria	39
31	0.69046719	preS	preE	0.000103631	-0.215033758	0.213817441	Diderm	Acidobacteria	2419
868	1.555570371	noneS	preE	0.003678299	-0.065616987	0.948565464	Diderm	Acidobacteria	35
64	-0.38592243	preS	noneE	0.000727661	-0.028521221	0.789037143	Diderm	Acidobacteria	3967
208	0.656564539	preS	preE	0.000228965	-0.028404986	0.903346739	Diderm	Acidobacteria	710
452	0.769627045	noneS	bothE	0.015892116	0.035966109	0.918999718	Diderm	Acidobacteria	203
522	0.799556765	noneS	bothE	0.001045951	0.082188793	0.858152573	Diderm	Acidobacteria	198
705	1.255915792	preS	bothE	7.82E-06	0.14742909	0.758646641	Diderm	Acidobacteria	154
51	-0.967899735	preS	postE	1.66E-16	0.248124513	0.029798318	Diderm	Acidobacteria	5606
124	0.583183602	noneS	bothE	0.007003316	0.473658057	0.095233812	Diderm	Acidobacteria	634
965	1.649487061	noneS	bothE	0.00233036	0.588502693	0.392219909	Diderm	Acidobacteria	31
455	-6.040542949	preS	postE	1.12E-14	0.595839009	0.016295913	Diderm	Acidobacteria	1435
212	-7.0157574	preS	postE	2.92E-30	0.698281183	0.002153191	Diderm	Acidobacteria	2218
4434	-2.860910308	noneS	postE	0.009511744	1.87070464	0.019942748	Diderm	Acidobacteria	13
1584	0.63998998	noneS	bothE	0.207761316	1.99822361	0.00649388	Diderm	Acidobacteria	38
1797	1.45577339	noneS	preE	0.130834187	-2.545449486	0.001132504	Diderm	Actinobacteria	24
2766	1.18176833	noneS	preE	0.06101175	-2.277351032	0.001973962	Monoderm	Actinobacteria	37
899	0.428694173	postS	preE	0.391171186	-1.929963311	4.77E-06	Monoderm	Actinobacteria	119
1728	0.717547005	noneS	preE	0.168188284	-1.536944229	0.00506789	Monoderm	Actinobacteria	116
1324	-0.782114256	postS	noneE	0.138866371	-1.407379439	3.16E-08	Monoderm	Actinobacteria	389
1630	1.646169357	postS	preE	0.001687689	-1.374909631	0.000404951	Monoderm	Actinobacteria	105
664	0.614822936	postS	preE	0.09763499	-1.372553455	5.08E-07	Monoderm	Actinobacteria	608
585	0.423740832	postS	preE	0.150513261	-1.359091564	1.47E-07	Monoderm	Actinobacteria	795
1303	1.088702369	noneS	preE	0.013275663	-1.350799074	0.006552748	Monoderm	Actinobacteria	104
1676	2.139293932	noneS	preE	0.001390536	-1.350230433	0.14654889	Monoderm	Actinobacteria	19
1554	1.426147344	noneS	preE	0.008091261	-1.203048782	0.241006508	Monoderm	Actinobacteria	75
2315	1.36465703	postS	preE	0.151876096	-1.171988841	0.00062682	Monoderm	Actinobacteria	95
828	1.122154108	preS	preE	3.65E-05	-0.919603542	0.04650942	Monoderm	Actinobacteria	171
746	-0.214172565	postS	noneE	0.550271729	-0.905080961	0.000715864	Monoderm	Actinobacteria	321
1518	2.200542427	noneS	preE	0.001171671	-0.83448278	0.337010274	Monoderm	Actinobacteria	39
190	0.738849831	noneS	preE	0.007418867	-0.819772239	0.006463714	Monoderm	Actinobacteria	361
2378	4.168626577	preS	preE	1.32E-06	-0.811690062	0.274676298	Monoderm	Actinobacteria	24
1114	0.96212847	noneS	preE	0.003651942	-0.807397905	0.001373152	Monoderm	Actinobacteria	205
474	0.134051141	postS	preE	0.653075548	-0.792139347	6.62E-05	Monoderm	Actinobacteria	577
298	1.206545728	preS	preE	6.87E-09	-0.704075089	0.006699593	Monoderm	Actinobacteria	473
623	1.065441438	preS	preE	0.000223546	-0.663064306	0.039975079	Monoderm	Actinobacteria	392
41	-2.934082009	bothS	noneE	3.60E-53	-0.632092283	7.36E-09	Monoderm	Actinobacteria	40828
834	1.098733741	preS	preE	6.87E-05	-0.583447385	0.038424088	Monoderm	Actinobacteria	464
797	-0.225963779	noneS	noneE	0.468964138	-0.579903073	0.003329359	Monoderm	Actinobacteria	371
866	-2.291953284	bothS	noneE	5.96E-06	-0.536063538	0.000251879	Monoderm	Actinobacteria	1261
2670	1.881852614	noneS	preE	0.008158276	-0.533918401	0.366362399	Monoderm	Actinobacteria	35
766	1.333345265	preS	preE	0.000215794	-0.524840152	0.240841221	Monoderm	Actinobacteria	129
370	0.671071539	noneS	preE	0.00106969	-0.496258977	0.007093686	Monoderm	Actinobacteria	764
547	1.727944045	preS	preE	2.37E-05	-0.41110419	0.368071813	Monoderm	Actinobacteria	139
2255	-5.17545062	preS	noneE	1.36E-09	-0.405646141	0.057775889	Monoderm	Actinobacteria	266
379	0.659310118	noneS	preE	0.008494178	-0.334509549	0.312631962	Monoderm	Actinobacteria	594
1206	1.261418697	noneS	preE	0.010241094	-0.332613486	0.700404609	Monoderm	Actinobacteria	41
1179	0.753020591	noneS	preE	0.017200984	-0.311154465	0.501928258	Monoderm	Actinobacteria	143
504	0.890085292	preS	preE	0.000289683	-0.28243513	0.434190171	Monoderm	Actinobacteria	225
2566	2.156765663	noneS	preE	0.013294246	-0.278746994	0.69615011	Monoderm	Actinobacteria	18
150	-1.18948592	preS	noneE	1.22E-16	-0.26211813	0.025811136	Monoderm	Actinobacteria	5415
302	1.037713622	preS	preE	6.02E-10	-0.261721879	0.216008372	Monoderm	Actinobacteria	516
311	0.940608515	preS	preE	1.01E-09	-0.216805784	0.328809467	Monoderm	Actinobacteria	651
949	2.443792675	noneS	preE	0.002672749	-0.181183158	0.769299705	Monoderm	Actinobacteria	30
709	1.761382381	preS	preE	7.80E-12	-0.180911849	0.62044329	Monoderm	Actinobacteria	214
471	0.954681911	preS	preE	3.58E-05	-0.175459143	0.544780613	Monoderm	Actinobacteria	345
1199	0.914494251	noneS	preE	0.00276819	-0.156955887	0.616839134	Monoderm	Actinobacteria	140
1217	1.203624854	preS	preE	0.000641863	-0.049098305	0.847051552	Monoderm	Actinobacteria	201
232	1.01172031	preS	preE	9.36E-15	-0.021231382	0.909587233	Monoderm	Actinobacteria	973
616	1.4174043	preS	preE	3.85E-05	-0.015785351	0.953126036	Monoderm	Actinobacteria	1443
1815	2.266959395	preS	bothE	8.93E-05	0.009241524	0.993775029	Monoderm	Actinobacteria	23
400	1.142423564	preS	bothE	4.67E-05	0.016564801	0.966777391	Monoderm	Actinobacteria	256
770	1.257135714	preS	bothE	2.04E-05	0.03937269	0.931336175	Monoderm	Actinobacteria	150
966	-0.999055767	preS	postE	0.000742309	0.06476193	0.643465288	Monoderm	Actinobacteria	606
1366	1.386549563	preS	bothE	0.000888084	0.098243274	0.786363218	Monoderm	Actinobacteria	113
873	1.389340953	preS	bothE	0.000599716	0.111553799	0.825359654	Monoderm	Actinobacteria	87
367	0.706441382	preS	bothE	5.91E-08	0.127118357	0.401190699	Monoderm	Actinobacteria	944
249	0.754772063	preS	bothE	1.24E-05	0.131792627	0.384464232	Monoderm	Actinobacteria	4177
727	0.896374035	noneS	bothE	0.004030816	0.141792602	0.75792047	Monoderm	Actinobacteria	158
1913	1.643850621	noneS	bothE	0.006187306	0.158012636	0.843050073	Monoderm	Actinobacteria	22
3745	4.1186186	preS	bothE	8.57E-06	0.16497377	0.890100227	Monoderm	Actinobacteria	0
1086	-1.616393733	preS	postE	0.000345956	0.219442849	0.136151889	Monoderm	Actinobacteria	737
9	-0.030599846	noneS	postE	0.817442231	0.268135479	0.017790659	Monoderm	Actinobacteria	59487
144	1.112693834	preS	bothE	2.30E-12	0.279339419	0.01381628	Monoderm	Actinobacteria	2367
675	1.451636137	preS	bothE	1.46E-12	0.282355392	0.463905418	Monoderm	Actinobacteria	218
945	1.241084819	preS	bothE	0.000262165	0.295696764	0.754244084	Monoderm	Actinobacteria	108
15	0.348118982	noneS	bothE	0.015364019	0.297405491	0.011468028	Monoderm	Actinobacteria	61071
160	1.038059949	preS	bothE	3.77E-12	0.306607368	0.112476916	Monoderm	Actinobacteria	919
211	1.547664882	preS	bothE	3.17E-17	0.311210241	0.322870793	Monoderm	Actinobacteria	425
1339	2.292599013	preS	bothE	0.000820146	0.360623884	0.591304185	Monoderm	Actinobacteria	31
3279	4.501257608	preS	bothE	2.85E-11	0.379001749	0.750919594	Monoderm	Actinobacteria	8
300	-0.290000984	noneS	postE	0.020341079	0.391591784	0.001043368	Monoderm	Actinobacteria	2387
877	1.236895816	noneS	bothE	0.002487978	0.428848541	0.50228168	Monoderm	Actinobacteria	101
577	1.034452482	preS	bothE	5.00E-06	0.446230575	0.197426898	Monoderm	Actinobacteria	200
944	1.078768992	preS	bothE	0.000485458	0.457113629	0.033935999	Monoderm	Actinobacteria	246
1990	1.465898392	noneS	bothE	0.002763504	0.474693048	0.512176498	Monoderm	Actinobacteria	41
1258	1.131596867	noneS	bothE	0.002351851	0.483276443	0.201012871	Monoderm	Actinobacteria	99
4474	2.782892075	noneS	bothE	0.011927385	0.492309849	0.679253141	Monoderm	Actinobacteria	1
289	1.056794233	bothS	bothE	6.97E-17	0.526967262	0.000437936	Monoderm	Actinobacteria	1059
385	1.524660591	preS	bothE	9.06E-10	0.533494445	0.080851402	Monoderm	Actinobacteria	244
1487	-3.685833877	preS	postE	8.81E-08	0.540818783	0.005442104	Monoderm	Actinobacteria	250
2872	2.644974268	noneS	bothE	0.003020305	0.54503748	0.528470886	Monoderm	Actinobacteria	21
451	1.217990657	preS	bothE	2.64E-11	0.560988393	0.004169561	Monoderm	Actinobacteria	520
252	1.660657292	preS	bothE	4.95E-18	0.590008025	0.026513392	Monoderm	Actinobacteria	465
904	1.089074889	noneS	bothE	0.016056197	0.641747145	0.28900171	Monoderm	Actinobacteria	70
587	1.242894921	preS	bothE	7.48E-10	0.644999588	0.015294343	Monoderm	Actinobacteria	622
12	1.173168669	bothS	bothE	2.64E-16	0.658494933	1.96E-06	Monoderm	Actinobacteria	14393
505	1.146015911	preS	bothE	5.50E-06	0.660328098	0.102501336	Monoderm	Actinobacteria	214
858	0.984840309	noneS	bothE	0.001562999	0.666871463	0.081726652	Monoderm	Actinobacteria	225
786	0.995191992	preS	bothE	1.87E-05	0.669737517	0.007234111	Monoderm	Actinobacteria	268
723	1.868220952	preS	bothE	5.82E-14	0.676059789	0.031958581	Monoderm	Actinobacteria	262
268	1.537416613	preS	bothE	4.87E-16	0.689284082	0.007681796	Monoderm	Actinobacteria	534
888	0.950593312	preS	bothE	0.000101773	0.709470157	0.007856192	Monoderm	Actinobacteria	250
372	1.751951713	bothS	bothE	1.29E-24	0.728547596	0.000355663	Monoderm	Actinobacteria	566
761	1.057434982	bothS	bothE	8.53E-08	0.755703783	1.19E-06	Monoderm	Actinobacteria	637
228	0.016658686	noneS	bothE	0.932742406	0.774000078	0.004517978	Monoderm	Actinobacteria	669
2006	1.585749242	preS	bothE	0.000432852	0.78207774	0.130792242	Monoderm	Actinobacteria	42
128	1.715149202	bothS	bothE	9.05E-33	0.783111175	7.18E-08	Monoderm	Actinobacteria	3313
1832	1.219838616	noneS	bothE	0.001683945	0.785264747	0.275520622	Monoderm	Actinobacteria	67
748	1.313188141	preS	bothE	6.69E-11	0.790051733	0.004189985	Monoderm	Actinobacteria	300
1309	1.391536386	noneS	bothE	0.00240954	0.806224564	0.151645738	Monoderm	Actinobacteria	59
656	1.39507033	bothS	bothE	6.11E-13	0.815972075	3.89E-06	Monoderm	Actinobacteria	410
540	1.445916351	preS	bothE	6.85E-09	0.847897955	0.011699396	Monoderm	Actinobacteria	216
1020	1.229553618	preS	bothE	2.06E-05	0.853903647	0.083574923	Monoderm	Actinobacteria	110
796	1.492503326	preS	bothE	5.46E-07	0.869260139	0.055487337	Monoderm	Actinobacteria	146
950	1.28573321	preS	bothE	2.85E-08	0.871692241	0.038094177	Monoderm	Actinobacteria	206
1428	1.02652234	noneS	bothE	0.008556236	0.874744369	0.06731883	Monoderm	Actinobacteria	66
226	0.817235619	bothS	bothE	1.55E-09	0.876196783	1.73E-09	Monoderm	Actinobacteria	1285
2544	2.041482489	noneS	bothE	0.002006709	0.900114857	0.287120756	Monoderm	Actinobacteria	24
771	0.705910281	postS	bothE	0.002190944	0.905964557	3.81E-05	Monoderm	Actinobacteria	312
1731	1.826074667	preS	bothE	2.92E-06	0.912075201	0.096396045	Monoderm	Actinobacteria	53
35	1.626209404	bothS	bothE	4.94E-41	0.918190175	7.02E-20	Monoderm	Actinobacteria	7906
411	1.426519788	preS	bothE	4.23E-11	0.918585459	0.004624216	Monoderm	Actinobacteria	316
1503	2.659065057	preS	bothE	4.25E-09	0.976781267	0.186921134	Monoderm	Actinobacteria	37
2182	0.991666724	noneS	bothE	0.011439412	0.992439577	0.021082547	Monoderm	Actinobacteria	73
1441	1.828200989	preS	bothE	9.20E-14	1.006866779	0.031680296	Monoderm	Actinobacteria	203
728	1.050159968	bothS	bothE	1.10E-08	1.008605035	1.20E-09	Monoderm	Actinobacteria	460
2348	0.804873618	noneS	bothE	0.088038336	1.043244352	0.003894926	Monoderm	Actinobacteria	66
1006	1.763247279	preS	bothE	4.07E-08	1.068656758	0.024663052	Monoderm	Actinobacteria	94
1254	1.72763928	preS	bothE	0.000128902	1.103363087	0.106796426	Monoderm	Actinobacteria	53
3	0.688553435	bothS	bothE	1.64E-07	1.106153743	3.52E-36	Monoderm	Actinobacteria	260468
58	1.028767042	bothS	bothE	2.31E-14	1.109275587	3.52E-20	Monoderm	Actinobacteria	22357
155	1.054973663	bothS	bothE	6.05E-08	1.121117059	7.44E-09	Monoderm	Actinobacteria	5592
571	1.778006186	bothS	bothE	1.06E-15	1.12814132	6.47E-06	Monoderm	Actinobacteria	271
816	2.199038048	preS	bothE	4.33E-14	1.141125014	0.011612222	Monoderm	Actinobacteria	178
45	2.85894763	bothS	bothE	1.47E-34	1.144922616	9.37E-08	Monoderm	Actinobacteria	8932
1451	1.262281321	preS	bothE	0.000992247	1.167571758	0.020735774	Monoderm	Actinobacteria	83
46	-0.885998521	bothS	postE	0.000864418	1.171807538	4.81E-10	Monoderm	Actinobacteria	1000
369	1.365840923	bothS	bothE	2.50E-10	1.174436079	5.35E-09	Monoderm	Actinobacteria	1427
242	1.006605982	bothS	bothE	8.16E-09	1.24930218	9.08E-10	Monoderm	Actinobacteria	798
1609	1.154778883	noneS	bothE	0.015668181	1.259484488	0.107474624	Monoderm	Actinobacteria	63
662	1.476694976	preS	bothE	4.60E-08	1.265569715	0.003111362	Monoderm	Actinobacteria	179
1703	0.101861608	postS	bothE	0.786387165	1.272589316	2.64E-05	Monoderm	Actinobacteria	118
76	1.417125704	bothS	bothE	2.24E-13	1.280835692	3.75E-20	Monoderm	Actinobacteria	12970
37	1.435189178	bothS	bothE	1.82E-12	1.293025982	3.16E-20	Monoderm	Actinobacteria	29623
738	0.710874564	noneS	bothE	0.075794554	1.318090073	0.011960872	Monoderm	Actinobacteria	100
1559	1.695826887	preS	bothE	0.00012403	1.356040313	0.009203665	Monoderm	Actinobacteria	49
167	3.1980989	bothS	bothE	1.60E-34	1.364868401	2.87E-08	Monoderm	Actinobacteria	2169
3136	-1.213474129	postS	postE	0.059503271	1.381276668	7.87E-05	Monoderm	Actinobacteria	59
61	2.848934168	bothS	bothE	1.78E-33	1.420413534	1.27E-19	Monoderm	Actinobacteria	4770
378	1.247227922	bothS	bothE	1.65E-07	1.424117195	9.62E-06	Monoderm	Actinobacteria	368
25	2.221659253	bothS	bothE	5.44E-22	1.464927486	4.79E-17	Monoderm	Actinobacteria	18077
107	1.295502796	bothS	bothE	3.68E-08	1.509079237	7.13E-10	Monoderm	Actinobacteria	10052
2172	0.292446159	postS	bothE	0.560634957	1.511420698	0.000232062	Monoderm	Actinobacteria	67
575	1.058993828	bothS	bothE	1.74E-13	1.517773556	3.27E-14	Monoderm	Actinobacteria	692
1234	0.782295194	noneS	bothE	0.057232802	1.518846111	0.002023341	Monoderm	Actinobacteria	73
1794	2.997763552	preS	bothE	8.55E-08	1.536940174	0.010446935	Monoderm	Actinobacteria	42
801	1.636104959	bothS	bothE	3.59E-10	1.58090059	6.30E-06	Monoderm	Actinobacteria	573
1160	1.596146487	preS	bothE	7.71E-07	1.717903978	0.001407466	Monoderm	Actinobacteria	110
27	1.365133643	bothS	bothE	1.04E-11	1.754838163	3.47E-20	Monoderm	Actinobacteria	30872
1527	0.799328771	noneS	bothE	0.151221738	1.762329476	0.002755904	Monoderm	Actinobacteria	66
1697	1.444502348	noneS	bothE	0.016989254	1.790213203	0.015365347	Monoderm	Actinobacteria	24
1294	0.485482606	postS	bothE	0.057755519	1.794557695	4.78E-09	Monoderm	Actinobacteria	165
903	0.932747468	bothS	bothE	1.45E-05	1.819164517	6.99E-07	Monoderm	Actinobacteria	236
1301	1.185167107	noneS	bothE	0.018024656	1.846430717	0.010641957	Monoderm	Actinobacteria	29
152	-1.190640789	bothS	postE	1.89E-07	1.865847661	1.75E-10	Monoderm	Actinobacteria	4207
354	4.376362061	preS	bothE	2.16E-25	1.883250472	0.001140944	Monoderm	Actinobacteria	302
2217	4.571656369	preS	bothE	2.26E-11	1.890010611	0.021823213	Monoderm	Actinobacteria	14
2031	1.895113799	noneS	bothE	0.034071731	1.90196019	0.001271962	Monoderm	Actinobacteria	22
266	1.807147729	bothS	bothE	6.55E-17	1.914638375	9.10E-28	Monoderm	Actinobacteria	2334
900	2.419319446	bothS	bothE	7.05E-20	1.938853241	6.09E-07	Monoderm	Actinobacteria	366
680	1.292068153	bothS	bothE	9.64E-06	2.016464002	7.82E-08	Monoderm	Actinobacteria	166
2381	0.077478247	postS	bothE	0.861834317	2.017855669	3.18E-06	Monoderm	Actinobacteria	54
2187	1.256925203	noneS	bothE	0.005050927	2.119584064	0.004036386	Monoderm	Actinobacteria	39
1323	2.115418752	postS	bothE	0.006856468	2.635862134	1.09E-07	Monoderm	Actinobacteria	165
710	3.733186022	bothS	bothE	6.21E-20	2.79631397	0.000729417	Monoderm	Actinobacteria	92
2303	-0.346471886	postS	postE	0.873735924	3.256235692	3.23E-05	Monoderm	Actinobacteria	68
1404	2.796819765	bothS	bothE	8.09E-18	4.240961776	9.68E-10	Monoderm	Actinobacteria	51
718	0.765778975	postS	bothE	0.074473336	4.680569078	1.23E-34	Monoderm	Actinobacteria	330
111	8.3709773	bothS	bothE	1.78E-61	5.881662594	1.97E-18	Monoderm	Actinobacteria	99
648	5.954456692	bothS	bothE	1.21E-23	6.019119908	1.46E-18	Monoderm	Actinobacteria	30
32	4.57388817	bothS	bothE	4.16E-23	6.253032059	2.86E-63	Monoderm	Actinobacteria	5202
100	5.05140125	bothS	bothE	5.11E-54	7.067365609	1.18E-66	Monoderm	Actinobacteria	613
1161	2.905263322	postS	bothE	0.005146579	7.486546158	2.24E-25	Monoderm	Actinobacteria	6
5652	0.254199367	postS	preE	0.907178697	-3.461878607	6.50E-06	Diderm	Other	28
985	-4.440819978	bothS	noneE	3.87E-08	-1.435029115	3.82E-13	Diderm	Other	1295
